rule_id	kind	line	operations	tier	status	artifacts	note	rule
zipper-descend:0167	rewrite	570	RangeLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Concat (Item left) left-tail)) (Singleton (Concat (Item right) right-tail))))) (TrieZ (Singleton (Concat (Item right) right-tail))) :when ((ordered-before left right)))
zipper-descend:0168	rewrite	573	RangeLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Concat (Item left) left-tail)) (Singleton (Concat (Item right) right-tail))))) (TrieZ (Singleton (Concat (Item left) left-tail))) :when ((ordered-before right left)))
zipper-descend:0169	rewrite	576	RangeLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item right))) :when ((ordered-before left right)))
zipper-descend:0170	rewrite	579	RangeLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item left))) :when ((ordered-before right left)))
zipper-descend:0171	rewrite	582	RangeDropLastOp,EmptyZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (EmptyZ)) (EmptyZ))
zipper-descend:0172	rewrite	583	RangeDropLastOp,TrieZ,EmptyZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv,zipper_emptyz_empty_focus_fo,zipper_emptyz_nonterminal_fo,zipper_keyset_emptyz_fo	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Singleton p))) (EmptyZ))
zipper-descend:0173	rewrite	584	RangeDropLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Eps)) (Singleton (Item item))))) (TrieZ (Singleton (Eps))))
zipper-descend:0174	rewrite	585	RangeDropLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Item item)) (Singleton (Eps))))) (TrieZ (Singleton (Eps))))
zipper-descend:0175	rewrite	586	RangeDropLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Eps)) (Singleton (Concat (Item item) rest))))) (TrieZ (Singleton (Eps))))
zipper-descend:0176	rewrite	587	RangeDropLastOp,TrieZ	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Concat (Item item) rest)) (Singleton (Eps))))) (TrieZ (Singleton (Eps))))
zipper-descend:0177	rewrite	588	RangeDropLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item left))) :when ((ordered-before left right)))
zipper-descend:0178	rewrite	591	RangeDropLastOp,TrieZ,ordered-before	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_base_child_equiv	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeDropLastOp (TrieZ (Union (Singleton (Item left)) (Singleton (Item right))))) (TrieZ (Singleton (Item right))) :when ((ordered-before right left)))
zipper-descend:0179	rewrite	678	UnionOp,RangeFirstOp,first-head,ordered-before	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (UnionOp left right)) (RangeFirstOp left) :when ((first-head left left-key) (first-head right right-key) (ordered-before left-key right-key)))
zipper-descend:0180	rewrite	680	UnionOp,RangeFirstOp,first-head,ordered-before	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeFirstOp (UnionOp left right)) (RangeFirstOp right) :when ((first-head left left-key) (first-head right right-key) (ordered-before right-key left-key)))
zipper-descend:0181	rewrite	682	UnionOp,RangeLastOp,last-head,ordered-before	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,eager_range_set_equiv,zipper_range_last_materialization_equiv,set_range_subset_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,range_empty_source_last,range_last_subset,range_last_idempotent,range_last_wrap_a,range_last_wrap_b,range_last_wrap_ab,range_first_of_last,range_singleton_last_literal,range_nested_singleton_last_literal,range_item_union_last_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rewrite (RangeLastOp (UnionOp left right)) (RangeLastOp right) :when ((last-head left left-key) (last-head right right-key) (ordered-before left-key right-key)))
