rule_id	kind	line	operations	tier	status	artifacts	note	rule
zipper-descend:0282	rule	864	iter-independent,TrieZ	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (TrieZ space))) ((iter-independent z)))
zipper-descend:0283	rule	865	iter-independent,MemoZ	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (MemoZ src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0284	rule	866	UnionOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (UnionOp left right)) (iter-independent left) (iter-independent right)) ((iter-independent z)))
zipper-descend:0285	rule	867	JoinAllOp3,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (JoinAllOp3 a b c)) (iter-independent a) (iter-independent b) (iter-independent c)) ((iter-independent z)))
zipper-descend:0286	rule	868	IntersectionOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (IntersectionOp left right)) (iter-independent left) (iter-independent right)) ((iter-independent z)))
zipper-descend:0287	rule	869	MeetAllOp3,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (MeetAllOp3 a b c)) (iter-independent a) (iter-independent b) (iter-independent c)) ((iter-independent z)))
zipper-descend:0288	rule	870	DiffOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (DiffOp left right)) (iter-independent left) (iter-independent right)) ((iter-independent z)))
zipper-descend:0289	rule	871	RestrictionOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (RestrictionOp src prefixes)) (iter-independent src) (iter-independent prefixes)) ((iter-independent z)))
zipper-descend:0290	rule	872	RaffinationOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (RaffinationOp src prefixes)) (iter-independent src) (iter-independent prefixes)) ((iter-independent z)))
zipper-descend:0291	rule	873	ConcatOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (ConcatOp left right)) (iter-independent left) (iter-independent right)) ((iter-independent z)))
zipper-descend:0292	rule	874	WrapOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (WrapOp src prefix)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0293	rule	875	UnwrapOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (UnwrapOp src prefix)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0294	rule	876	NonEmptyOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (NonEmptyOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0295	rule	877	TailsUnionOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (TailsUnionOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0296	rule	878	TailsIntersectionOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (TailsIntersectionOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0297	rule	879	PrefixClosureOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (PrefixClosureOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0298	rule	880	PrefixClosureBelowOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (PrefixClosureBelowOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0299	rule	881	SuffixClosureOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (SuffixClosureOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0300	rule	882	TailsClosureOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (TailsClosureOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0301	rule	883	RangeOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (RangeOp src start end)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0302	rule	884	HeadOp,iter-independent	FOL	proved-unbounded	set_iteration_general_independence_structural_fo	mapped to first-order proof artifact(s)	(rule ((= z (HeadOp src)) (iter-independent src)) ((iter-independent z)))
zipper-descend:0303	rule	886	TrieZ,terminal	FOL	proved-unbounded	zipper_base_terminal_equiv,zipper_base_child_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mapped to first-order proof artifact(s)	(rule ((= z (TrieZ (Singleton (Eps))))) ((terminal z)))
zipper-descend:0304	rule	888	TrieZ,terminal	FOL	proved-unbounded	zipper_base_terminal_equiv,zipper_base_child_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mapped to first-order proof artifact(s)	(rule ((= z (TrieZ (Union a b))) (terminal (TrieZ a))) ((terminal z)))
zipper-descend:0305	rule	890	TrieZ,terminal	FOL	proved-unbounded	zipper_base_terminal_equiv,zipper_base_child_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mapped to first-order proof artifact(s)	(rule ((= z (TrieZ (Union a b))) (terminal (TrieZ b))) ((terminal z)))
zipper-descend:0306	rule	892	MemoZ,terminal	FOL	proved-unbounded	zipper_memo_materialization_equiv,zipper_memo_terminal_equiv,zipper_memo_child_equiv,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mapped to first-order proof artifact(s)	(rule ((= z (MemoZ a)) (terminal a)) ((terminal z)))
zipper-descend:0307	rule	894	UnionOp,terminal	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,zipper_base_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (UnionOp a b)) (terminal a)) ((terminal z)))
zipper-descend:0308	rule	896	UnionOp,terminal	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,set_union_idempotent_fo,set_union_associative_fo,child_union_a,child_union_b,child_same_head_union_a,child_same_head_union_b,union_idempotent,union_associative,zipper_base_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (UnionOp a b)) (terminal b)) ((terminal z)))
zipper-descend:0309	rule	898	JoinAllOp3,terminal	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,child_union_a,child_union_b,zipper_base_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (JoinAllOp3 a b c)) (terminal a)) ((terminal z)))
zipper-descend:0310	rule	900	JoinAllOp3,terminal	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,child_union_a,child_union_b,zipper_base_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (JoinAllOp3 a b c)) (terminal b)) ((terminal z)))
zipper-descend:0311	rule	902	JoinAllOp3,terminal	mixed	proved-bounded	zipper_union_terminal_equiv,zipper_union_child_equiv,set_child_union_fo,child_union_a,child_union_b,zipper_base_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (JoinAllOp3 a b c)) (terminal c)) ((terminal z)))
zipper-descend:0312	rule	904	IntersectionOp,terminal	mixed	proved-bounded	zipper_intersection_terminal_equiv,zipper_intersection_child_equiv,set_child_intersection_fo,set_intersection_idempotent_fo,set_intersection_associative_fo,child_intersection_a,child_intersection_b,intersection_associative,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (IntersectionOp a b)) (terminal a) (terminal b)) ((terminal z)))
zipper-descend:0313	rule	906	MeetAllOp3,terminal	mixed	proved-bounded	zipper_intersection_terminal_equiv,zipper_intersection_child_equiv,child_intersection_a,child_intersection_b,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (MeetAllOp3 a b c)) (terminal a) (terminal b) (terminal c)) ((terminal z)))
zipper-descend:0314	rule	908	DiffOp,terminal,empty-focus	mixed	proved-bounded	zipper_diff_terminal_equiv,zipper_diff_child_equiv,set_child_diff_fo,set_diff_self_empty_fo,set_diff_union_rhs_fo,child_diff_a,child_diff_b,diff_self_empty,diff_union_rhs,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (DiffOp a b)) (terminal a) (empty-focus b)) ((terminal z)))
zipper-descend:0315	rule	910	DiffOp,terminal,nonterminal	mixed	proved-bounded	zipper_diff_terminal_equiv,zipper_diff_child_equiv,set_child_diff_fo,set_diff_self_empty_fo,set_diff_union_rhs_fo,child_diff_a,child_diff_b,diff_self_empty,diff_union_rhs,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (DiffOp a b)) (terminal a) (nonterminal b)) ((terminal z)))
zipper-descend:0316	rule	912	RestrictionOp,terminal	mixed	proved-bounded	eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (RestrictionOp src prefixes)) (terminal src) (terminal prefixes)) ((terminal z)))
zipper-descend:0317	rule	914	DiffOp,RestrictionOp,RaffinationOp,terminal	mixed	proved-bounded	zipper_diff_terminal_equiv,zipper_diff_child_equiv,set_child_diff_fo,set_diff_self_empty_fo,set_diff_union_rhs_fo,child_diff_a,child_diff_b,diff_self_empty,diff_union_rhs,eager_restriction_set_equiv,zipper_restriction_materialization_equiv,arbitrary_zipper_restriction_set_equiv,set_child_restriction_derivative,child_restriction_a,child_restriction_b,restriction_epsilon_identity,restriction_empty_prefixes,eager_raffination_set_equiv,zipper_raffination_materialization_equiv,arbitrary_zipper_raffination_set_equiv,set_child_raffination_derivative,set_restriction_raffination_partition_fo,set_restriction_raffination_disjoint_fo,restriction_raffination_partition,restriction_raffination_disjoint,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (RaffinationOp src prefixes)) (terminal (DiffOp src (RestrictionOp src prefixes)))) ((terminal z)))
zipper-descend:0318	rule	916	ConcatOp,terminal	mixed	proved-bounded	eager_product_set_equiv,zipper_product_materialization_equiv,arbitrary_zipper_product_set_equiv,set_child_product_derivative,set_terminal_product,child_product_a,child_product_b,product_epsilon_left,product_epsilon_right,head_product,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (ConcatOp left right)) (terminal left) (terminal right)) ((terminal z)))
zipper-descend:0319	rule	918	WrapOp,terminal	mixed	proved-bounded	eager_wrap_set_equiv,zipper_wrap_materialization_equiv,arbitrary_zipper_wrap_set_equiv,set_child_wrap_hit,set_terminal_wrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,wrap_unwrap_restriction_a,wrap_unwrap_restriction_b,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (WrapOp src (Eps))) (terminal src)) ((terminal z)))
zipper-descend:0320	rule	920	UnwrapOp,terminal	mixed	proved-bounded	eager_unwrap_set_equiv,zipper_unwrap_materialization_equiv,arbitrary_zipper_unwrap_set_equiv,set_child_unwrap_singleton,set_terminal_unwrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,unwrap_union,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (UnwrapOp src (Eps))) (terminal src)) ((terminal z)))
zipper-descend:0321	rule	922	UnwrapOp,Child,terminal	mixed	proved-bounded	eager_unwrap_set_equiv,zipper_unwrap_materialization_equiv,arbitrary_zipper_unwrap_set_equiv,set_child_unwrap_singleton,set_terminal_unwrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,unwrap_union,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (UnwrapOp src (Item item))) (terminal (Child item src))) ((terminal z)))
zipper-descend:0322	rule	924	UnwrapOp,Child,terminal	mixed	proved-bounded	eager_unwrap_set_equiv,zipper_unwrap_materialization_equiv,arbitrary_zipper_unwrap_set_equiv,set_child_unwrap_singleton,set_terminal_unwrap,wrap_unwrap_left_inverse_a,wrap_unwrap_left_inverse_b,wrap_unwrap_left_inverse_ab,unwrap_union,zipper_base_child_equiv,child_empty_a,child_empty_b,child_epsilon_a,child_epsilon_b,child_singleton_hit_a,child_singleton_hit_b,child_singleton_miss_a_b,child_singleton_miss_b_a,child_concat_hit_a,child_concat_hit_b,child_concat_miss_a_b,child_concat_miss_b_a,child_union_a,child_union_b,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,set_child_product_derivative,set_child_restriction_derivative,set_child_raffination_derivative,set_child_wrap_hit,set_child_head,set_child_nonempty_paths,set_child_prefix_closure,set_child_prefix_closure_below,set_child_suffix_closure_derivative,set_child_tails_closure_derivative,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (UnwrapOp src (Concat (Item item) rest))) (terminal (UnwrapOp (Child item src) rest))) ((terminal z)))
zipper-descend:0323	rule	926	TailsUnionOp,tail-frontier,terminal	mixed	proved-bounded	eager_tails_union_set_equiv,zipper_tails_union_materialization_equiv,arbitrary_zipper_tails_union_set_equiv,tails_union_children,child_tails_union_a,child_tails_union_b,iteration_tail_identity,tails-union-open:space_optimized_open,frontier_tail_nonempty_has_key_fo,frontier_candidate_tail_frontier_fo,set_child_union_fo,child_same_head_union_a,child_same_head_union_b,child_union_a,child_union_b,child_intersection_a,child_intersection_b,child_diff_a,child_diff_b,child_restriction_a,child_restriction_b,child_product_a,child_product_b,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (TailsUnionOp src)) (tail-frontier src item tail) (terminal tail)) ((terminal z)))
zipper-descend:0324	rule	928	PrefixClosureBelowOp,terminal,nonempty-focus	FOL	proved-unbounded	set_prefix_closure_interior_terminal_fo	mapped to first-order proof artifact(s)	(rule ((= z (PrefixClosureBelowOp src)) (nonempty-focus src)) ((terminal z)))
zipper-descend:0325	rule	930	TailsClosureOp,terminal,nonempty-focus	mixed	proved-bounded	eager_tails_closure_set_equiv,zipper_tails_closure_materialization_equiv,arbitrary_zipper_tails_closure_set_equiv,set_child_tails_closure_derivative,antimirov_tails_frontier_state_child_fo,antimirov_tails_frontier_nested_fo,antimirov_tails_frontier_nested_a_b,set_tails_closure_definition_fo,tails_closure_idempotent,tails_closure_definition,child_tails_closure_derivative_a,child_tails_closure_derivative_b,tails_closure_unfold_base_or_step,suffix_closure_child_derivative_a,suffix_closure_child_derivative_b,tails-closure-open:space_optimized_open,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (TailsClosureOp src)) (nonempty-focus src)) ((terminal z)))
zipper-descend:0326	rule	932	RangeOp,terminal	mixed	proved-bounded	set_range_full_sentinel,set_range_empty_one_one,eager_range_set_equiv,zipper_range_materialization_equiv,set_range_subset_fo,zipper_range_full_terminal_equiv,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,set_range_last_child_selected_sound_fo,set_range_last_child_pruned_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_first,range_empty_source_last,range_empty_source_drop_last,range_first_wrap_a,range_last_wrap_a,range_drop_last_wrap_a,range_first_wrap_b,range_last_wrap_b,range_drop_last_wrap_b,range_first_wrap_ab,range_last_wrap_ab,range_drop_last_wrap_ab,range_first_subset,range_first_idempotent,range_last_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_nested_first,range_nested_suffix_first,range_nested_suffix_offset,range_nested_last_last,range_positive_same_empty,range_positive_decreasing_empty,range_negative_same_empty,range_negative_decreasing_empty,range_last_subset,range_drop_last_subset,range_negative_window_subset,range_singleton_last_literal,range_singleton_drop_last_literal,range_singleton_negative_window_literal,range_nested_singleton_last_literal,range_item_union_first_literal,range_item_union_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_first_epsilon_literal,range_first_child_border_literal,range_first_child_full_literal,range_prunes_after_upper_border_literal,range_suffix_child_border_literal,range_last_border_literal,range_last_child_border_literal,range_last_prunes_earlier_head_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,range_negative_window_border_literal,range_negative_window_child_border_literal,range_negative_window_prunes_last_head_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (RangeOp src "0" "0")) (terminal src)) ((terminal z)))
zipper-descend:0327	rule	934	RangeFirstOp,terminal	mixed	proved-bounded	set_range_full_sentinel,eager_range_set_equiv,zipper_range_first_materialization_equiv,set_range_subset_fo,set_range_first_terminal_fo,zipper_range_first_terminal_fo,set_range_first_child_terminal_empty_fo,set_range_first_child_selected_sound_fo,set_range_first_child_pruned_fo,range_empty_source_first,range_first_subset,range_first_wrap_a,range_first_wrap_b,range_first_wrap_ab,range_first_idempotent,range_first_of_last,range_drop_last_of_first_empty,range_first_epsilon_literal,range_item_union_first_literal,range_first_child_border_literal,range_prunes_after_upper_border_literal,range_first_without_epsilon_literal,range_first_without_epsilon_child_literal,range_first_without_epsilon_prunes_later_child_literal,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (RangeFirstOp src)) (terminal src)) ((terminal z)))
zipper-descend:0328	rule	936	RangeDropLastOp,terminal,has-key	mixed	proved-bounded	eager_range_set_equiv,zipper_range_drop_last_materialization_equiv,set_range_subset_fo,set_range_drop_last_child_before_last_fo,set_range_drop_last_child_after_last_fo,range_empty_source_drop_last,range_drop_last_subset,range_drop_last_wrap_a,range_drop_last_wrap_b,range_drop_last_wrap_ab,range_drop_last_of_first_empty,range_singleton_drop_last_literal,range_item_union_drop_last_literal,range_drop_last_full_sentinel_literal,range_drop_last_border_literal,range_drop_last_child_border_literal,range_drop_last_prunes_last_head_literal,zipper_base_terminal_equiv,zipper_union_terminal_equiv,zipper_intersection_terminal_equiv,zipper_diff_terminal_equiv,set_terminal_product,set_terminal_wrap,set_terminal_unwrap,set_terminal_head_empty,set_terminal_nonempty_paths_empty,set_terminal_prefix_closure_empty,set_terminal_prefix_closure_below,set_terminal_suffix_closure_empty	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (RangeDropLastOp src)) (terminal src) (has-key src item)) ((terminal z)))
zipper-descend:0329	rule	938	HeadOp,nonterminal	mixed	proved-bounded	eager_head_set_equiv,zipper_head_materialization_equiv,arbitrary_zipper_head_set_equiv,set_child_head,set_terminal_head_empty,set_iteration_head_identity,iteration_head_identity,head_idempotent	mixed FOL plus bounded evidence; weakest proof tier is bounded	(rule ((= z (HeadOp src))) ((nonterminal z)))
